id,name,depth,is_leaf,products,full_path,measured_need,measured_n,share_net_content,share_pack_count,share_colour,share_flavour,share_material,share_garment_size,share_scent,share_model_code,inferred_verdict,inferred_node,inferred_n,inferred_attrs,inferred_flagged_ancestor,inferred_tier
576,GULA AREN,4,true,30,Makanan dan Minuman > MAKANAN & BAHAN MAKANAN > GULA & PEMANIS > GULA AREN,net_content,1,0.967,0.033,0.133,0.033,0.0,0.0,0.033,0.0,UNMAPPED,,0,,,
663,ANGGUR,4,true,30,Makanan dan Minuman > FRESH > BUAH > ANGGUR,colour,1,0.067,0.0,0.233,0.133,0.0,0.0,0.0,0.067,EXACT,"Makanan, Minuman & Tembakau > Item Makanan > Buah & Sayur > Buah Segar & Beku > Anggur",5,Informasi alergen | Preferensi diet | Bentuk produk makanan | Gaya potongan buah | Persyaratan penyimpanan,False,exact-raw
664,APEL ,4,true,30,Makanan dan Minuman > FRESH > BUAH > APEL ,colour|flavour,2,0.167,0.0,0.233,0.233,0.0,0.0,0.033,0.1,EXACT,"Makanan, Minuman & Tembakau > Item Makanan > Buah & Sayur > Buah Segar & Beku > Apel",7,Informasi alergen | Varietas apel | Preferensi diet | Bentuk produk makanan | Gaya potongan buah | Persyaratan penyimpanan | Profil rasa,False,exact-raw
1236,BAWAHAN OLAHRAGA WANITA,4,false,30,Fashion > PAKAIAN OLAHRAGA > PAKAIAN OLAHRAGA WANITA > BAWAHAN OLAHRAGA WANITA,colour,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,UNMAPPED,,0,,,
1407,KAMPER / KAPUR BARUS (CAMPHOR/NAPHTALENE BALL) DENGAN GANTUNGAN,5,false,30,Perawatan Diri & Rumah Tangga > Rumah Tangga > ANTI HAMA & SERANGGA > KAMPER / KAPUR BARUS (CAMPHOR/NAPHTALENE BALL) > KAMPER / KAPUR BARUS (CAMPHOR/NAPHTALENE BALL) DENGAN GANTUNGAN,flavour|net_content,2,0.9,0.0,0.133,0.2,0.0,0.0,0.1,0.033,UNMAPPED,,0,,,
1522,PENGKI,6,true,30,Perawatan Diri & Rumah Tangga > Rumah Tangga > Peralatan & Perlengkapan Rumah Tangga > PERALATAN RUMAH TANGGA > PERALATAN KEBERSIHAN RUMAH TANGGA > PENGKI,model_code,1,0.0,0.0,0.0,0.0,0.033,0.0,0.0,0.267,EXACT,Rumah & Taman > Perlengkapan Rumah Tangga > Perlengkapan Pembersih Rumah Tangga > Pengki,9,Warna | Jenis pengumpul debu | Fitur | Bahan pegangan | Jenis pegangan | Bahan | Pola | Ruang yang cocok | Jenis penggunaan,False,exact-raw
1640,KOCOKAN TELUR (EGG BEATER),7,true,30,Perawatan Diri & Rumah Tangga > Rumah Tangga > Peralatan & Perlengkapan Rumah Tangga > PERALATAN RUMAH TANGGA > PERALATAN DAN PENYIMPANAN DI DAPUR > ALAT DAPUR & AKSESORIS DAPUR > KOCOKAN TELUR (EGG BEATER),,0,0.0,0.0,0.133,0.033,0.067,0.0,0.0,0.1,UNMAPPED,,0,,,
1885,GRENDEL PINTU,3,true,30,Perbaikan Rumah > PERLENGKAPAN PERBAIKAN RUMAH > GRENDEL PINTU,,0,0.0,0.033,0.0,0.0,0.067,0.0,0.0,0.1,UNMAPPED,,0,,,
136,PERAWATAN WAJAH,3,false,29,Perawatan Diri & Rumah Tangga > Perawatan Diri > PERAWATAN WAJAH,net_content|pack_count,2,0.379,0.207,0.0,0.0,0.0,0.0,0.069,0.0,EXACT,Kesehatan & Kecantikan > Perawatan Tubuh > Kosmetik > Perawatan Wajah,18,Bahan aktif | Kelompok usia | Kandungan Alkohol/Pelarut | Fungsi kosmetik | Jenis dispenser | Keharuman | Tingkat keharuman | Asal bahan | Bahan | Jenis pelembap | Jenis kemasan | Sertifikasi & standar produk | Bentuk produk | Efek perawatan kulit | Fitur perawatan kulit | Cocok untuk jenis kulit | Jenis kelamin sasaran | Tingkat perlindungan UVA,True,exact-raw
345,KERTAS STIKER,3,true,29,Alat dan Buku Tulis > KERTAS > KERTAS STIKER,,0,0.0,0.034,0.069,0.0,0.0,0.0,0.0,0.034,UNMAPPED,,0,,,
826,PERALATAN MAKAN ANAK & BAYI ,4,true,29,Keperluan Anak dan Bayi > PERALATAN UNTUK ANAK & BAYI > PERALATAN MAKAN ANAK & BAYI > PERALATAN MAKAN ANAK & BAYI ,model_code|pack_count,2,0.0,0.379,0.069,0.0,0.034,0.0,0.034,0.793,UNMAPPED,,0,,,
881,TONIK RAMBUT (HAIR TONIC),4,true,29,Perawatan Diri & Rumah Tangga > Perawatan Diri > PERAWATAN RAMBUT > TONIK RAMBUT (HAIR TONIC),net_content,1,1.0,0.0,0.0,0.069,0.0,0.0,0.034,0.0,UNMAPPED,,0,,,
1112,SETRIKA LISTRIK BIASA,4,true,29,Elektronik > ALAT ELEKTRONIK RUMAH LAINNYA > LAMPU PERANGKAP NYAMUK > SETRIKA LISTRIK BIASA,colour|model_code,2,0.0,0.0,0.207,0.0,0.0,0.0,0.0,0.655,UNMAPPED,,0,,,
1416,PEMUTIH DAN PENGHILANG NODA KEMASAN BOTOL,5,true,29,Perawatan Diri & Rumah Tangga > Rumah Tangga > BAHAN LAUNDRY > PEMUTIH DAN PENGHILANG NODA > PEMUTIH DAN PENGHILANG NODA KEMASAN BOTOL,flavour|net_content,2,0.724,0.0,0.034,0.345,0.0,0.0,0.069,0.034,UNMAPPED,,0,,,
1469,KECAP MANIS KEMASAN BOTOL,6,true,29,Makanan dan Minuman > MAKANAN & BAHAN MAKANAN > SAUS > KECAP > KECAP MANIS > KECAP MANIS KEMASAN BOTOL,net_content,1,1.0,0.0,0.0,0.138,0.0,0.0,0.0,0.034,UNMAPPED,,0,,,
1533,"HOLDER / RAK PLASTIK DI KAMAR MANDI
",6,true,29,"Perawatan Diri & Rumah Tangga > Rumah Tangga > Peralatan & Perlengkapan Rumah Tangga > PERALATAN RUMAH TANGGA > PERALATAN DAN PENYIMPANAN DI KAMAR MANDI > HOLDER / RAK PLASTIK DI KAMAR MANDI
",,0,0.0,0.0,0.034,0.034,0.0,0.0,0.0,0.069,FUZZY,Rumah & Taman > Aksesori Kamar Mandi > Rak Kamar Mandi,5,Warna | Fitur furnitur/perabot | Bahan furnitur/perabot | Jenis pemasangan | Pola,True,fuzzy-raw
1624,CELEMEK,7,true,29,Perawatan Diri & Rumah Tangga > Rumah Tangga > Peralatan & Perlengkapan Rumah Tangga > PERALATAN RUMAH TANGGA > PERALATAN DAN PENYIMPANAN DI DAPUR > ALAT DAPUR & AKSESORIS DAPUR > CELEMEK,colour|model_code,2,0.0,0.034,0.483,0.069,0.172,0.0,0.0,0.379,EXACT,Rumah & Taman > Dapur & Ruang Makan > Peralatan & Perlengkapan Dapur > Celemek,10,Kelompok usia | Fitur celemek | Model celemek | Warna | Kain | Bahan pegangan | Pola | Ukuran | Jenis kelamin sasaran | Bahan alat/perkakas,False,exact-raw
1761,MUG KERAMIK,8,true,29,Perawatan Diri & Rumah Tangga > Rumah Tangga > Peralatan & Perlengkapan Rumah Tangga > PERALATAN RUMAH TANGGA > PERALATAN DAN PENYIMPANAN DI DAPUR > PERALATAN MAKAN > MUG > MUG KERAMIK,model_code|net_content|pack_count,3,0.379,0.241,0.103,0.0,0.034,0.0,0.034,0.241,UNMAPPED,,0,,,
1802,COTTON,5,true,29,UNUSED > AREA DISPLAY > CARDINAL > CARDINAL NORMAL > COTTON,model_code,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.931,UNMAPPED,,0,,,
208,PERAWATAN MOTOR,3,false,28,"Hobi, Ibadah, dan Olahraga > Perawatan & Suku Cadang Motor > PERAWATAN MOTOR",net_content,1,0.679,0.036,0.143,0.0,0.071,0.0,0.0,0.071,UNMAPPED,,0,,,
348,BINDER CLIP,3,true,28,Alat dan Buku Tulis > PERALATAN UMUM > BINDER CLIP,,0,0.0,0.036,0.0,0.0,0.0,0.0,0.0,0.071,UNMAPPED,,0,,,
600,BUAH DALAM KEMASAN,4,true,28,Makanan dan Minuman > MAKANAN & BAHAN MAKANAN > MAKANAN DALAM KEMASAN & KALENG > BUAH DALAM KEMASAN,colour|flavour|net_content,3,0.893,0.0,0.286,0.321,0.0,0.0,0.0,0.036,UNMAPPED,,0,,,
644,SAUS TIRAM,4,true,28,Makanan dan Minuman > MAKANAN & BAHAN MAKANAN > SAUS > SAUS TIRAM,net_content,1,0.964,0.0,0.0,0.071,0.0,0.0,0.0,0.0,UNMAPPED,,0,,,
1309,PERALATAN MANICURE & PEDICURE,4,true,28,Kosmetik dan Alat Kecantikan > ALAT KECANTIKAN > AKSESORIS ALAT KECANTIKAN > PERALATAN MANICURE & PEDICURE,,0,0.036,0.0,0.036,0.0,0.036,0.036,0.0,0.036,UNMAPPED,,0,,,
1320,SUSU KACANG (SOY MILK),5,true,28,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN > SUSU > SUSU KACANG (SOY MILK),flavour|net_content,2,0.786,0.0,0.179,0.25,0.0,0.0,0.0,0.0,UNMAPPED,,0,,,
1625,CEMPAL,7,true,28,Perawatan Diri & Rumah Tangga > Rumah Tangga > Peralatan & Perlengkapan Rumah Tangga > PERALATAN RUMAH TANGGA > PERALATAN DAN PENYIMPANAN DI DAPUR > ALAT DAPUR & AKSESORIS DAPUR > CEMPAL,colour|flavour|model_code|pack_count,4,0.0,0.25,0.464,0.214,0.036,0.036,0.0,0.75,UNMAPPED,,0,,,
1695,JAM BEKER,7,true,28,Perawatan Diri & Rumah Tangga > Rumah Tangga > Peralatan & Perlengkapan Rumah Tangga > PERLENGKAPAN RUMAH TANGGA > PERLENGKAPAN KAMAR & KAMAR MANDI > JAM > JAM BEKER,model_code,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,UNMAPPED,,0,,,
1703,PISAU BIASA,8,true,28,Perawatan Diri & Rumah Tangga > Rumah Tangga > Peralatan & Perlengkapan Rumah Tangga > PERALATAN RUMAH TANGGA > PERALATAN DAN PENYIMPANAN DI DAPUR > ALAT DAPUR & AKSESORIS DAPUR > PISAU > PISAU BIASA,,0,0.0,0.0,0.143,0.071,0.036,0.0,0.0,0.143,UNMAPPED,,0,,,
552,PERMEN KARET,4,true,27,Makanan dan Minuman > MAKANAN KECIL  > PERMEN MARSHMALLOW DAN LAIN LAIN > PERMEN KARET,colour|flavour|net_content|pack_count,4,0.926,0.63,0.296,0.407,0.0,0.0,0.037,0.037,EXACT,"Makanan, Minuman & Tembakau > Item Makanan > Permen & Cokelat > Permen > Permen Karet",5,Informasi alergen | Tekstur permen | Preferensi diet | Rasa | Persyaratan penyimpanan,False,exact-raw
589,KENTANG BEKU,4,true,27,Makanan dan Minuman > MAKANAN & BAHAN MAKANAN > MAKANAN BEKU > KENTANG BEKU,colour|net_content,2,0.963,0.0,0.296,0.0,0.0,0.0,0.0,0.0,UNMAPPED,,0,,,
602,IKAN DALAM KEMASAN PACK,4,true,27,Makanan dan Minuman > MAKANAN & BAHAN MAKANAN > MAKANAN DALAM KEMASAN & KALENG > IKAN DALAM KEMASAN PACK,net_content,1,0.963,0.0,0.111,0.074,0.0,0.0,0.0,0.0,UNMAPPED,,0,,,
933,KONDOM,4,true,27,Perawatan Diri & Rumah Tangga > Perawatan Diri > KESEHATAN SEKSUAL > KONDOM,pack_count,1,0.111,0.778,0.0,0.148,0.0,0.0,0.0,0.0,EXACT,Kesehatan & Kecantikan > Perawatan Kesehatan > Kondom,9,Warna | Jenis ukuran kondom | Jenis kondom | Rasa | Komposisi pelumas | Efek pelumas | Bahan | Pola | Tekstur permukaan,True,exact-raw
983,CAIRAN COOLANT (RADIATOR) MOBIL,4,true,27,"Hobi, Ibadah, dan Olahraga > Perawatan & Suku Cadang Mobil > PERAWATAN MOBIL > CAIRAN COOLANT (RADIATOR) MOBIL",colour|net_content,2,0.222,0.0,0.444,0.0,0.0,0.037,0.0,0.0,UNMAPPED,,0,,,
1011,BENANG LAINNYA,4,true,27,"Hobi, Ibadah, dan Olahraga > MENJAHIT > BENANG > BENANG LAINNYA",colour,1,0.0,0.0,0.741,0.037,0.074,0.0,0.0,0.0,UNMAPPED,,0,,,
1035,RAKET BADMINTON,4,true,27,"Hobi, Ibadah, dan Olahraga > OLAHRAGA > PERALATAN & PERLENGKAPAN BADMINTON > RAKET BADMINTON",pack_count,1,0.0,0.222,0.037,0.0,0.0,0.0,0.0,0.0,UNMAPPED,,0,,,
1481,OBAT BATUK & PILEK ANAK,6,true,27,Perawatan Diri & Rumah Tangga > Perawatan Diri > OBAT-OBATAN > OBAT MINUM > OBAT MINUM UNTUK BATUK & PILEK > OBAT BATUK & PILEK ANAK,flavour|net_content,2,1.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,FUZZY,"Kesehatan & Kecantikan > Perawatan Kesehatan > Obat-Obatan & Narkoba > Obat Batuk, Pilek dan Flu",8,Bahan aktif | Kelompok usia | Preferensi diet | Rasa | Bentuk Obat | Status resep | Rute pemberian | Tujuan perawatan,False,fuzzy-stripped
1628,CETAKAN AGAR/PUDDING,7,true,27,Perawatan Diri & Rumah Tangga > Rumah Tangga > Peralatan & Perlengkapan Rumah Tangga > PERALATAN RUMAH TANGGA > PERALATAN DAN PENYIMPANAN DI DAPUR > ALAT DAPUR & AKSESORIS DAPUR > CETAKAN AGAR/PUDDING,scent,1,0.037,0.111,0.074,0.074,0.074,0.0,0.259,0.111,UNMAPPED,,0,,,
1748,MANGKUK KERTAS,8,true,27,Perawatan Diri & Rumah Tangga > Rumah Tangga > Peralatan & Perlengkapan Rumah Tangga > PERALATAN RUMAH TANGGA > PERALATAN DAN PENYIMPANAN DI DAPUR > PERALATAN MAKAN > MANGKUK > MANGKUK KERTAS,colour|flavour|net_content|pack_count,4,0.333,0.333,0.519,0.296,0.0,0.0,0.037,0.0,UNMAPPED,,0,,,
16,FRESH,2,false,26,Makanan dan Minuman > FRESH,material|model_code|net_content,3,0.538,0.038,0.115,0.077,0.5,0.0,0.0,0.269,UNMAPPED,,0,,,
163,OBENG,3,false,26,Perbaikan Rumah > ALAT ALAT PERBAIKAN RUMAH > OBENG,pack_count,1,0.0,0.308,0.192,0.0,0.154,0.0,0.0,0.038,EXACT,Perkakas > Peralatan > Obeng,3,Warna | Bahan perangkat keras | Pola,True,exact-raw
434,SEPATU FORMAL PRIA,3,true,26,Fashion > SEPATU PRIA > SEPATU FORMAL PRIA,colour|flavour|garment_size|model_code,4,0.0,0.0,0.577,0.308,0.0,0.885,0.0,0.462,UNMAPPED,,0,,,
469,MASKARA,3,true,26,Kosmetik dan Alat Kecantikan > MAKE UP MATA > MASKARA,colour|net_content,2,0.885,0.0,0.269,0.0,0.0,0.0,0.0,0.0,EXACT,Kesehatan & Kecantikan > Perawatan Tubuh > Kosmetik > Makeup > Riasan Mata > Maskara,16,Warna | Tingkat cakupan | Jenis dispenser | Fitur daya tahan | Keharuman | Fitur riasan | Warna riasan | Bentuk kuas maskara | Efek maskara | Formulasi maskara | Bahan | Pola | Sertifikasi & standar produk | Bentuk produk | Tingkat SPF | Cocok untuk jenis kulit,False,exact-raw
954,SEMPROTAN PENGHARUM RUANGAN,4,true,26,Perawatan Diri & Rumah Tangga > Rumah Tangga > PENGHARUM RUANGAN > SEMPROTAN PENGHARUM RUANGAN,flavour|net_content|scent,3,1.0,0.0,0.115,0.308,0.0,0.0,0.846,0.115,UNMAPPED,,0,,,
1228,PAKAIAN DALAM HAMIL & MENYUSUI WANITA,4,true,26,Fashion > FASHION WANITA > PAKAIAN HAMIL & MENYUSUI WANITA > PAKAIAN DALAM HAMIL & MENYUSUI WANITA,,0,0.0,0.0,0.0,0.0,0.0,0.038,0.0,0.154,FUZZY,Busana dan Aksesori > Pakaian > Pakaian Hamil > Pakaian Dalam Ibu Hamil,9,Gaya panel perut | Petunjuk perawatan | Warna | Kain | Jenis akses keperawatan | Pola | Kesesuaian tahap kehamilan | Jenis ukuran | Jenis kelamin sasaran,False,fuzzy-stripped
1287,BADGE (BET) ,4,true,26,Fashion > SERAGAM & ATRIBUT SEKOLAH > ATRIBUT SEKOLAH & KELENGKAPAN LAINNYA > BADGE (BET) ,colour,1,0.0,0.0,0.308,0.077,0.0,0.0,0.0,0.0,UNMAPPED,,0,,,
1514,SERAP AIR & PENYERAP BAU KEMASAN BIASA,6,true,26,Perawatan Diri & Rumah Tangga > Rumah Tangga > BAHAN PEMBERSIH RUMAH > PERAWATAN & PEMBERSIH RUMAH TANGGA LAINNYA > SERAP AIR & PENYERAP BAU > SERAP AIR & PENYERAP BAU KEMASAN BIASA,colour|net_content|scent,3,0.962,0.038,0.308,0.0,0.0,0.0,0.231,0.154,UNMAPPED,,0,,,
1572,RAK SIKU,6,true,26,Perawatan Diri & Rumah Tangga > Rumah Tangga > Peralatan & Perlengkapan Rumah Tangga > PERLENGKAPAN RUMAH TANGGA > PERLENGKAPAN LAINNYA > RAK SIKU,colour|pack_count,2,0.0,0.846,0.692,0.0,0.038,0.0,0.0,0.038,UNMAPPED,,0,,,
1634,GELAS UKUR,7,true,26,Perawatan Diri & Rumah Tangga > Rumah Tangga > Peralatan & Perlengkapan Rumah Tangga > PERALATAN RUMAH TANGGA > PERALATAN DAN PENYIMPANAN DI DAPUR > ALAT DAPUR & AKSESORIS DAPUR > GELAS UKUR,model_code|net_content,2,0.5,0.0,0.0,0.0,0.154,0.038,0.0,0.5,EXACT,Rumah & Taman > Dapur & Ruang Makan > Peralatan & Perlengkapan Dapur > Gelas & Sendok Ukur > Gelas Ukur,7,Petunjuk pembersihan | Warna | Bahan pegangan | Pola | Sistem Pengukuran | Bahan alat/perkakas | Satuan pengukuran,False,exact-raw
1644,PARUTAN,7,true,26,Perawatan Diri & Rumah Tangga > Rumah Tangga > Peralatan & Perlengkapan Rumah Tangga > PERALATAN RUMAH TANGGA > PERALATAN DAN PENYIMPANAN DI DAPUR > ALAT DAPUR & AKSESORIS DAPUR > PARUTAN,flavour,1,0.0,0.077,0.038,0.269,0.115,0.0,0.0,0.154,UNMAPPED,,0,,,
1704,PISAU BUAH,8,true,26,Perawatan Diri & Rumah Tangga > Rumah Tangga > Peralatan & Perlengkapan Rumah Tangga > PERALATAN RUMAH TANGGA > PERALATAN DAN PENYIMPANAN DI DAPUR > ALAT DAPUR & AKSESORIS DAPUR > PISAU > PISAU BUAH,,0,0.0,0.0,0.0,0.0,0.038,0.0,0.0,0.038,UNMAPPED,,0,,,
1744,PIRING PORSELEN,8,true,26,Perawatan Diri & Rumah Tangga > Rumah Tangga > Peralatan & Perlengkapan Rumah Tangga > PERALATAN RUMAH TANGGA > PERALATAN DAN PENYIMPANAN DI DAPUR > PERALATAN MAKAN > PIRING > PIRING PORSELEN,colour|model_code,2,0.0,0.0,0.885,0.0,0.077,0.0,0.0,0.846,UNMAPPED,,0,,,
186,ENGSEL SIKU DINDING,3,true,25,Perbaikan Rumah > PERLENGKAPAN PERBAIKAN RUMAH > ENGSEL SIKU DINDING,,0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,UNMAPPED,,0,,,
191,KLEM KABEL,3,true,25,Perbaikan Rumah > PERLENGKAPAN PERBAIKAN RUMAH > KLEM KABEL,material|pack_count,2,0.0,0.24,0.0,0.0,0.2,0.0,0.0,0.0,UNMAPPED,,0,,,
365,PAPER CLIP,3,true,25,Alat dan Buku Tulis > PERALATAN UMUM > PAPER CLIP,,0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.16,UNMAPPED,,0,,,
387,SYAL DEWASA,3,true,25,Fashion > AKSESORIS FASHION DEWASA > SYAL DEWASA,colour,1,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,EXACT,Seni & Hiburan > Hobi & Seni Kreatif > Barang Koleksi > Koleksi Olahraga > Aksesori Kipas Olahraga > Syal,8,Kelompok usia | Warna | Kondisi | Kain | Pola | Olahraga | Logo olahraga | Jenis kelamin sasaran,False,exact-stripped
505,MINUMAN DENGAN AGAR/ JELLY,4,true,25,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN > MINUMAN DENGAN AGAR/ JELLY,colour|flavour|net_content,3,1.0,0.0,0.24,0.52,0.0,0.0,0.0,0.04,UNMAPPED,,0,,,
574,GULA PASIR,4,true,25,Makanan dan Minuman > MAKANAN & BAHAN MAKANAN > GULA & PEMANIS > GULA PASIR,colour|net_content|pack_count|scent,4,1.0,0.44,0.28,0.0,0.0,0.0,0.2,0.0,EXACT,"Makanan, Minuman & Tembakau > Item Makanan > Bahan Memasak & Baking > Gula & Pemanis > Gula Pasir",5,Informasi alergen | Preferensi diet | Persyaratan penyimpanan | Tingkat pemurnian gula | Sumber gula,False,exact-raw
681,PEAR,4,true,25,Makanan dan Minuman > FRESH > BUAH > PEAR,flavour,1,0.08,0.0,0.08,0.24,0.0,0.0,0.0,0.08,UNMAPPED,,0,,,
800,BODY LOTION ANAK & BAYI,4,true,25,Keperluan Anak dan Bayi > PERAWATAN ANAK & BAYI > PERAWATAN KULIT ANAK & BAYI > BODY LOTION ANAK & BAYI,net_content,1,1.0,0.0,0.0,0.0,0.08,0.0,0.08,0.0,UNMAPPED,,0,,,
1110,POWER BANK,4,true,25,Elektronik > ALAT ELEKTRONIK KANTOR & GADGET > PERLENGKAPAN & SUKU CADANG GADGET > POWER BANK,colour|model_code,2,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.92,EXACT,Elektronik > Aksesori Elektronik > Daya > Adaptor & Pengisi Daya > Power Bank,12,Ukuran baterai | Jenis baterai | Metode pengisian daya | Warna | Perangkat yang kompatibel | Gender konektor | Bahan | Pola | Jenis steker | Tipe semikonduktor konversi daya | Sumber listrik | Jenis konektor USB,False,exact-raw
1166,JAS PRIA,4,true,25,Fashion > FASHION PRIA > BAJU LUARAN PRIA > JAS PRIA,colour|model_code,2,0.04,0.0,0.36,0.0,0.0,0.08,0.0,0.32,UNMAPPED,,0,,,
1216,ROK MIDI WANITA,4,true,25,Fashion > FASHION WANITA > BAWAHAN WANITA > ROK MIDI WANITA,colour,1,0.0,0.0,0.6,0.04,0.08,0.08,0.0,0.0,UNMAPPED,,0,,,
1273,AKSESORIS TRAVEL & KOPER,4,false,25,Fashion > TAS & KOPER > TAS TRAVEL & KOPER > AKSESORIS TRAVEL & KOPER,colour,1,0.0,0.08,0.48,0.0,0.16,0.0,0.0,0.0,UNMAPPED,,0,,,
1314,AIR MINERAL KEMASAN GALON,5,true,25,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN > AIR MINERAL > AIR MINERAL KEMASAN GALON,,0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNMAPPED,,0,,,
1316,SUSU ALMOND,5,true,25,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN > SUSU > SUSU ALMOND,colour|flavour|net_content,3,0.8,0.0,0.28,0.52,0.0,0.0,0.0,0.0,UNMAPPED,,0,,,
1400,PLESTER ANTISEPTIC,5,true,25,Perawatan Diri & Rumah Tangga > Perawatan Diri > OBAT-OBATAN > PERTOLONGAN PERTAMA (FIRST AID KIT) > PLESTER ANTISEPTIC,material|pack_count,2,0.04,0.52,0.0,0.0,0.32,0.0,0.0,0.0,UNMAPPED,,0,,,
1456,CELANA RENANG PRIA,5,true,25,Fashion > PAKAIAN OLAHRAGA > PAKAIAN OLAHRAGA PRIA > BAWAHAN OLAHRAGA PRIA > CELANA RENANG PRIA,model_code,1,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.28,FUZZY,Busana dan Aksesori > Pakaian > Pakaian Renang > Celana Renang Pendek,11,Kelompok usia | Warna | Tingkat cakupan | Kain | Jenis pelapis | Pola | Ukuran | Jenis ukuran | Jenis panjang lengan | Fitur pakaian renang | Jenis kelamin sasaran,False,fuzzy-stripped
1536,SHOWER HEAD UNTUK MANDI,6,true,25,Perawatan Diri & Rumah Tangga > Rumah Tangga > Peralatan & Perlengkapan Rumah Tangga > PERALATAN RUMAH TANGGA > PERALATAN DAN PENYIMPANAN DI KAMAR MANDI > SHOWER HEAD UNTUK MANDI,model_code,1,0.0,0.04,0.12,0.0,0.0,0.0,0.0,0.24,UNMAPPED,,0,,,
1717,PANCI KUKUSAN,8,true,25,Perawatan Diri & Rumah Tangga > Rumah Tangga > Peralatan & Perlengkapan Rumah Tangga > PERALATAN RUMAH TANGGA > PERALATAN DAN PENYIMPANAN DI DAPUR > ALAT MASAK > PANCI > PANCI KUKUSAN,model_code,1,0.12,0.0,0.0,0.0,0.04,0.0,0.0,0.48,UNMAPPED,,0,,,
1833,COKLAT COMPOUND,4,true,25,"Makanan dan Minuman > COKLAT, KOPI & TEH > COKLAT & COCOA BUBUK > COKLAT COMPOUND",colour|net_content,2,1.0,0.0,0.44,0.08,0.0,0.0,0.0,0.12,UNMAPPED,,0,,,
34,HEWAN PELIHARAAN,2,false,24,"Hobi, Ibadah, dan Olahraga > HEWAN PELIHARAAN",colour|garment_size|material|model_code,4,0.042,0.0,0.208,0.0,0.208,0.208,0.0,0.292,UNMAPPED,,0,,,
290,POMPA GALON ELEKTRIK,3,true,24,Elektronik > ALAT ELEKTRONIK RUMAH LAINNYA > POMPA GALON ELEKTRIK,model_code,1,0.0,0.0,0.083,0.0,0.0,0.0,0.0,0.458,UNMAPPED,,0,,,
325,KEMBANG API,3,true,24,Alat dan Buku Tulis > DEKORASI & KELENGKAPAN PESTA > KEMBANG API,,0,0.0,0.125,0.0,0.042,0.0,0.0,0.0,0.083,AMBIGUOUS,,0,,,fuzzy-raw
399,BAJU LUARAN WANITA,3,false,24,Fashion > FASHION WANITA > BAJU LUARAN WANITA,colour|model_code,2,0.0,0.0,0.25,0.042,0.0,0.167,0.0,0.25,UNMAPPED,,0,,,
443,SEPATU HAK TINGGI WANITA,3,true,24,Fashion > SEPATU WANITA > SEPATU HAK TINGGI WANITA,colour|garment_size|scent,3,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.042,FUZZY,Busana dan Aksesori > Sepatu > Sepatu Hak,17,Kelompok usia | Petunjuk perawatan | Jenis penutupan | Warna | Bahan alas kaki | Jenis ketinggian tumit | Bentuk tumit | Jenis tumit sepatu | Bahan pelapis | Gaya acara | Bahan sol luar | Pola | Fitur sepatu | Kesesuaian sepatu | Ukuran sepatu | Jenis kelamin sasaran | Gaya kaki,True,fuzzy-stripped
586,DAGING SAPI BEKU,4,true,24,Makanan dan Minuman > MAKANAN & BAHAN MAKANAN > MAKANAN BEKU > DAGING SAPI BEKU,net_content,1,0.958,0.125,0.0,0.125,0.0,0.0,0.042,0.042,UNMAPPED,,0,,,
610,BIHUN INSTAN BUNGKUS,4,true,24,"Makanan dan Minuman > MAKANAN & BAHAN MAKANAN > MIE, BIHUN, KWETIAU INSTAN > BIHUN INSTAN BUNGKUS",flavour|net_content|scent,3,1.0,0.0,0.0,0.583,0.0,0.0,0.208,0.0,UNMAPPED,,0,,,
959,KUNCI INGGRIS,4,true,24,Perbaikan Rumah > ALAT ALAT PERBAIKAN RUMAH > KUNCI > KUNCI INGGRIS,,0,0.0,0.0,0.042,0.0,0.0,0.0,0.0,0.0,UNMAPPED,,0,,,
968,KERAN AIR DAPUR,4,true,24,Perbaikan Rumah > PERLENGKAPAN PERBAIKAN RUMAH > KERAN AIR > KERAN AIR DAPUR,,0,0.0,0.0,0.083,0.0,0.083,0.0,0.0,0.083,UNMAPPED,,0,,,
1018,JARUM RAJUT / SULAM (HAKPEN),4,true,24,"Hobi, Ibadah, dan Olahraga > MENJAHIT > JARUM > JARUM RAJUT / SULAM (HAKPEN)",material,1,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,UNMAPPED,,0,,,
